28605489	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2245/3866466?redirectedFrom=fulltext.full.pdf'
28369339	OK	generic	Bioinformatics (Oxford, England) 2017, 3 files		'main.html contains html tag'
28369270	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2214/3091807?redirectedFrom=fulltext.full.pdf'
28369225	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2212/3089940?redirectedFrom=fulltext.full.pdf'
28369214	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2224/3091810?redirectedFrom=fulltext.full.pdf'
28369201	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2202/3089939?redirectedFrom=fulltext.full.pdf'
28369191	OK	generic	Bioinformatics (Oxford, England) 2017, 3 files		'main.html contains html tag'
28369168	OK	generic	Bioinformatics (Oxford, England) 2017, 3 files		'main.html contains html tag'
28334409	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2221/3072874?redirectedFrom=fulltext.full.pdf'
28334396	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2131/3063749?redirectedFrom=fulltext.full.pdf'
28334395	OK	generic	Bioinformatics (Oxford, England) 2017, 3 files		'main.html contains html tag'
28334366	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2173/3063750?redirectedFrom=fulltext.full.pdf'
28334360	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2241/3064507?redirectedFrom=fulltext.full.pdf'
28334344	OK	generic	Bioinformatics (Oxford, England) 2017, 3 files		'main.html contains html tag'
28334343	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2238/3072875?redirectedFrom=fulltext.full.pdf'
28334342	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2078/3072876?redirectedFrom=fulltext.full.pdf'
28334340	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2140/3065933?redirectedFrom=fulltext.full.pdf'
28334338	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2197/3072872?redirectedFrom=fulltext.full.pdf'
28334301	OK	generic	Bioinformatics (Oxford, England) 2017, 3 files		'main.html contains html tag'
28334295	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2235/3066291?redirectedFrom=fulltext.full.pdf'
28334291	OK	generic	Bioinformatics (Oxford, England) 2017, 3 files		'main.html contains html tag'
28334267	OK	generic	Bioinformatics (Oxford, England) 2017, 3 files		'main.html contains html tag'
28334257	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2114/3067513?redirectedFrom=fulltext.full.pdf'
28334241	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2216/3065930?redirectedFrom=fulltext.full.pdf'
28334237	OK	generic	Bioinformatics (Oxford, England) 2017, 3 files		'main.html contains html tag'
28334224	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2097/3059139?redirectedFrom=fulltext.full.pdf'
28334222	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2123/3066289?redirectedFrom=fulltext.full.pdf'
28334219	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2106/3063133?redirectedFrom=fulltext.full.pdf'
28334208	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2182/3059927?redirectedFrom=fulltext.full.pdf'
28334199	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2165/3063134?redirectedFrom=fulltext.full.pdf'
28334194	OK	generic	Bioinformatics (Oxford, England) 2017, 3 files		'main.html contains html tag'
28334186	OK	generic	Bioinformatics (Oxford, England) 2017, 3 files		'main.html contains html tag'
28334108	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2148/3002763?redirectedFrom=fulltext.full.pdf'
28334086	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2082/3038398?redirectedFrom=fulltext.full.pdf'
28203713	HighwirePdfNotValid	u'https://academic.oup.com/bioinformatics/article-abstract/33/14/2156/2996219?redirectedFrom=fulltext.full.pdf'
